Hidden Dimensions,Train loss,Test loss
1,2.087906659758368,2.088586102558088
2,1.9596371808717417,1.957440907442117
3,1.8350112285724909,1.83087844486478
4,1.7130131860112034,1.7142444396320775
5,1.6540922630664914,1.6514828657802147
6,1.60186520925788,1.6011863660208787
7,1.5550309968549152,1.5545580681366256
8,1.4480594399363496,1.4513312140597572
9,1.389087557515433,1.4012163409703895
10,1.4112541265265883,1.4232776979856854
12,1.2859010980572811,1.2978272362600398
14,1.2124028409636298,1.2486062283757366
16,1.1838590971259184,1.2210228322427483
18,1.1429361063380574,1.1976541484458536
20,1.14884710880213,1.21100205333927
22,1.1204827736976537,1.1943292165104349
25,1.089011063409406,1.1915685700464853
30,1.0056194229181423,1.1940276049360443
35,0.9998903978702632,1.1934467403194573
40,0.962362890742546,1.2344428693191916
45,0.8949141294457191,1.273691796049287
50,0.932188491488612,1.2217361889308012
55,0.8051454320896504,1.3416268682178063
60,0.7981964306775914,1.3629289314716675
70,0.668021372723025,1.504166141341004
80,0.6006130356428235,1.5691861910156055
90,0.3854027338152708,1.904091294807724
100,0.4098108103802038,1.8331404698045948
120,0.3443878648586051,1.884454933902885
140,0.2255391632055127,2.0421702318553683
150,0.0453551449834607,2.719790934007379
160,0.0393352930325754,2.68209461924396
200,0.0142783024229195,2.8541454710537875
300,0.0090275165570769,2.6741508456725107
400,0.0062023547136896,2.6454083904435364
500,0.0049329300898365,2.6021331941025165
600,0.004242776751215,2.5432619429841825
700,0.0040338616736969,2.5116860504391827
800,0.0023254649751538,2.556232885469364
900,0.0020304464683651,2.5986800510672072
1000,0.0020507084971921,2.618330760847164
